"gene","cluster_id","baseMean","logFC","lfcSE","stat","p_val","p_adj.loc","p_adj.glb","contrast","comparison_type","method"
"BC051226","T_cells",26.5,0.306,0.491,0.623,0.534,0.724,0.782,"WB","Compartment","muscat_DESeq2"
"Daxx","T_cells",111,0.342,0.274,1.25,0.212,0.422,0.505,"WB","Compartment","muscat_DESeq2"
"Tapbp","T_cells",377,0.566,0.181,3.13,0.00177,0.015,0.0219,"WB","Compartment","muscat_DESeq2"
"Zbtb22","T_cells",30.5,-0.205,0.451,-0.453,0.65,0.808,0.852,"WB","Compartment","muscat_DESeq2"
"Rgl2","T_cells",86.7,0.661,0.347,1.9,0.0572,0.182,0.24,"WB","Compartment","muscat_DESeq2"
"Pfdn6","T_cells",90.3,0.648,0.295,2.19,0.0283,0.113,0.156,"WB","Compartment","muscat_DESeq2"
"Wdr46","T_cells",81.5,-0.0236,0.291,-0.0811,0.935,0.971,0.979,"WB","Compartment","muscat_DESeq2"
"B3galt4","T_cells",14.6,-0.851,0.628,-1.35,0.176,0.377,0.46,"WB","Compartment","muscat_DESeq2"
"Rps18","T_cells",4580,1.25,0.364,3.43,0.000604,0.00675,0.00973,"WB","Compartment","muscat_DESeq2"
"Vps52","T_cells",65.1,0.079,0.317,0.249,0.804,0.904,0.926,"WB","Compartment","muscat_DESeq2"
"H2-K2","T_cells",106,-0.76,0.294,-2.59,0.00965,0.0525,0.075,"WB","Compartment","muscat_DESeq2"
"H2-K1","T_cells",6460,0.474,0.217,2.19,0.0287,0.114,0.157,"WB","Compartment","muscat_DESeq2"
"Ring1","T_cells",46.8,0.885,0.413,2.14,0.0322,0.123,0.169,"WB","Compartment","muscat_DESeq2"
"Hsd17b8","T_cells",245,0.341,0.196,1.74,0.0815,0.229,0.297,"WB","Compartment","muscat_DESeq2"
"Slc39a7","T_cells",114,0.735,0.266,2.76,0.00574,0.0359,0.052,"WB","Compartment","muscat_DESeq2"
"Rxrb","T_cells",84.1,-0.0221,0.317,-0.0699,0.944,0.975,0.981,"WB","Compartment","muscat_DESeq2"
"Col11a2","T_cells",27.2,-0.0203,0.451,-0.045,0.964,0.984,0.988,"WB","Compartment","muscat_DESeq2"
"H2-Oa","T_cells",28,0.305,0.479,0.637,0.524,0.717,0.776,"WB","Compartment","muscat_DESeq2"
"Brd2","T_cells",450,0.324,0.231,1.4,0.161,0.356,0.438,"WB","Compartment","muscat_DESeq2"
"H2-DMa","T_cells",68.6,0.295,0.32,0.921,0.357,0.58,0.656,"WB","Compartment","muscat_DESeq2"
"Gm50335","T_cells",26.8,-0.735,0.459,-1.6,0.109,0.276,0.351,"WB","Compartment","muscat_DESeq2"
"Psmb9","T_cells",382,0.0392,0.255,0.154,0.878,0.944,0.958,"WB","Compartment","muscat_DESeq2"
"Tap1","T_cells",322,-0.144,0.186,-0.778,0.437,0.65,0.717,"WB","Compartment","muscat_DESeq2"
"Psmb8","T_cells",874,0.316,0.164,1.93,0.054,0.174,0.231,"WB","Compartment","muscat_DESeq2"
"Tap2","T_cells",313,0.29,0.193,1.5,0.134,0.316,0.396,"WB","Compartment","muscat_DESeq2"
"H2-Ob","T_cells",62.5,0.543,0.578,0.94,0.347,0.57,0.648,"WB","Compartment","muscat_DESeq2"
"H2-Ab1","T_cells",15.3,1.36,0.605,2.24,0.0252,0.105,0.144,"WB","Compartment","muscat_DESeq2"
"H2-Aa","T_cells",20.1,1.38,0.563,2.45,0.0143,0.0695,0.0981,"WB","Compartment","muscat_DESeq2"
"H2-Eb1","T_cells",19.9,0.739,0.583,1.27,0.205,0.413,0.498,"WB","Compartment","muscat_DESeq2"
"Gpsm3","T_cells",369,0.548,0.256,2.14,0.0321,0.123,0.168,"WB","Compartment","muscat_DESeq2"
"Pbx2","T_cells",61.9,-0.593,0.465,-1.28,0.202,0.41,0.495,"WB","Compartment","muscat_DESeq2"
"Rnf5","T_cells",75.5,0.323,0.396,0.817,0.414,0.631,0.701,"WB","Compartment","muscat_DESeq2"
"Agpat1","T_cells",60.1,0.434,0.306,1.42,0.156,0.349,0.432,"WB","Compartment","muscat_DESeq2"
"Ppt2","T_cells",43.8,0.131,0.361,0.362,0.717,0.853,0.887,"WB","Compartment","muscat_DESeq2"
"Prrt1","T_cells",43,-0.00571,0.495,-0.0115,0.991,0.997,0.997,"WB","Compartment","muscat_DESeq2"
"Atf6b","T_cells",63.3,0.138,0.318,0.433,0.665,0.818,0.86,"WB","Compartment","muscat_DESeq2"
"Stk19","T_cells",63.2,0.0665,0.313,0.212,0.832,0.92,0.939,"WB","Compartment","muscat_DESeq2"
"Dxo","T_cells",36.4,0.597,0.44,1.36,0.175,0.376,0.459,"WB","Compartment","muscat_DESeq2"
"Skic2","T_cells",118,0.344,0.3,1.15,0.25,0.466,0.55,"WB","Compartment","muscat_DESeq2"
"Nelfe","T_cells",31.8,0.133,0.432,0.309,0.758,0.877,0.906,"WB","Compartment","muscat_DESeq2"
"Ehmt2","T_cells",167,-0.555,0.249,-2.23,0.0259,0.107,0.147,"WB","Compartment","muscat_DESeq2"
"Neu1","T_cells",119,0.484,0.244,1.99,0.0468,0.159,0.212,"WB","Compartment","muscat_DESeq2"
"1110038B12Rik","T_cells",72.5,0.425,0.404,1.05,0.293,0.516,0.596,"WB","Compartment","muscat_DESeq2"
"Hspa1b","T_cells",23.1,-3.63,0.901,-4.03,0.000056,0.00111,0.00152,"WB","Compartment","muscat_DESeq2"
"Hspa1a","T_cells",18.9,-3.86,1.12,-3.45,0.000567,0.00646,0.00928,"WB","Compartment","muscat_DESeq2"
"Gm10501","T_cells",8.61,-0.0903,0.756,-0.119,0.905,0.958,0.968,"WB","Compartment","muscat_DESeq2"
"Lsm2","T_cells",96.6,0.311,0.271,1.15,0.25,0.466,0.55,"WB","Compartment","muscat_DESeq2"
"D17H6S56E-5","T_cells",183,-1.88,0.381,-4.94,0.000000772,0.0000391,0.0000479,"WB","Compartment","muscat_DESeq2"
"Vars","T_cells",257,-0.421,0.301,-1.4,0.161,0.356,0.439,"WB","Compartment","muscat_DESeq2"
"Clic1","T_cells",652,0.481,0.257,1.87,0.0618,0.191,0.251,"WB","Compartment","muscat_DESeq2"
"Abhd16a","T_cells",84.7,0.231,0.322,0.718,0.473,0.681,0.745,"WB","Compartment","muscat_DESeq2"
"Csnk2b","T_cells",260,0.449,0.213,2.11,0.035,0.131,0.179,"WB","Compartment","muscat_DESeq2"
"Gpank1","T_cells",38.9,0.673,0.42,1.6,0.109,0.276,0.351,"WB","Compartment","muscat_DESeq2"
"D17H6S53E","T_cells",12.5,-0.656,0.65,-1.01,0.313,0.537,0.616,"WB","Compartment","muscat_DESeq2"
"Bag6","T_cells",148,0.267,0.224,1.19,0.233,0.447,0.53,"WB","Compartment","muscat_DESeq2"
"Prrc2a","T_cells",380,0.134,0.192,0.7,0.484,0.688,0.75,"WB","Compartment","muscat_DESeq2"
"Lst1","T_cells",11.3,-0.663,0.62,-1.07,0.285,0.506,0.587,"WB","Compartment","muscat_DESeq2"
"Ltb","T_cells",1400,-0.00249,0.192,-0.0129,0.99,0.996,0.997,"WB","Compartment","muscat_DESeq2"
"Tnf","T_cells",40.1,-1.87,0.475,-3.94,0.0000831,0.00152,0.00209,"WB","Compartment","muscat_DESeq2"
"Lta","T_cells",21.2,-0.192,0.542,-0.355,0.723,0.856,0.889,"WB","Compartment","muscat_DESeq2"
"Nfkbil1","T_cells",65.6,-0.0197,0.386,-0.0509,0.959,0.981,0.985,"WB","Compartment","muscat_DESeq2"
"Atp6v1g2","T_cells",15.8,0.198,0.601,0.329,0.742,0.869,0.899,"WB","Compartment","muscat_DESeq2"
"Ddx39b","T_cells",475,0.415,0.187,2.22,0.0266,0.109,0.149,"WB","Compartment","muscat_DESeq2"
"H2-D1","T_cells",4620,0.742,0.195,3.81,0.00014,0.00227,0.00315,"WB","Compartment","muscat_DESeq2"
"Gm11131","T_cells",32.9,0.821,0.465,1.77,0.0775,0.222,0.288,"WB","Compartment","muscat_DESeq2"
"H2-Q4","T_cells",906,0.467,0.221,2.12,0.0343,0.129,0.176,"WB","Compartment","muscat_DESeq2"
"H2-Q5","T_cells",236,-0.219,0.238,-0.919,0.358,0.581,0.657,"WB","Compartment","muscat_DESeq2"
"H2-Q6","T_cells",884,0.104,0.215,0.482,0.63,0.794,0.841,"WB","Compartment","muscat_DESeq2"
"H2-Q7","T_cells",1810,0.469,0.189,2.48,0.013,0.0653,0.0925,"WB","Compartment","muscat_DESeq2"
"H2-Q10","T_cells",18,-0.733,0.717,-1.02,0.307,0.53,0.609,"WB","Compartment","muscat_DESeq2"
"Tcf19","T_cells",15.9,-0.487,0.673,-0.724,0.469,0.678,0.742,"WB","Compartment","muscat_DESeq2"
"Cchcr1","T_cells",18,-1.46,0.79,-1.85,0.0645,0.196,0.257,"WB","Compartment","muscat_DESeq2"
"Vars2","T_cells",26.3,-0.309,0.445,-0.693,0.488,0.691,0.753,"WB","Compartment","muscat_DESeq2"
"Gtf2h4","T_cells",25.3,0.124,0.481,0.257,0.797,0.901,0.923,"WB","Compartment","muscat_DESeq2"
"Ddr1","T_cells",18.2,-0.516,0.618,-0.836,0.403,0.622,0.694,"WB","Compartment","muscat_DESeq2"
"Ier3","T_cells",10.1,-2.63,0.922,-2.86,0.0043,0.0289,0.0423,"WB","Compartment","muscat_DESeq2"
"Flot1","T_cells",87.4,0.153,0.337,0.453,0.65,0.808,0.852,"WB","Compartment","muscat_DESeq2"
"Tubb5","T_cells",755,0.818,0.249,3.29,0.001,0.00994,0.0144,"WB","Compartment","muscat_DESeq2"
"Mdc1","T_cells",124,-0.158,0.227,-0.699,0.485,0.689,0.751,"WB","Compartment","muscat_DESeq2"
"Nrm","T_cells",39.5,0.306,0.376,0.815,0.415,0.631,0.701,"WB","Compartment","muscat_DESeq2"
"Ppp1r18","T_cells",490,0.539,0.251,2.15,0.0315,0.122,0.166,"WB","Compartment","muscat_DESeq2"
"Dhx16","T_cells",147,-0.0442,0.269,-0.164,0.87,0.941,0.955,"WB","Compartment","muscat_DESeq2"
"2310061I04Rik","T_cells",51.6,0.623,0.343,1.81,0.0697,0.206,0.27,"WB","Compartment","muscat_DESeq2"
"Atat1","T_cells",11.5,-0.137,0.629,-0.218,0.827,0.918,0.937,"WB","Compartment","muscat_DESeq2"
"Mrps18b","T_cells",60.8,0.301,0.339,0.887,0.375,0.599,0.673,"WB","Compartment","muscat_DESeq2"
"Ppp1r10","T_cells",272,0.00135,0.247,0.00545,0.996,0.998,0.999,"WB","Compartment","muscat_DESeq2"
"Abcf1","T_cells",289,0.2,0.182,1.1,0.269,0.489,0.571,"WB","Compartment","muscat_DESeq2"
"Prr3","T_cells",44.1,-0.116,0.392,-0.295,0.768,0.884,0.911,"WB","Compartment","muscat_DESeq2"
"Gnl1","T_cells",68,0.00834,0.431,0.0194,0.985,0.995,0.996,"WB","Compartment","muscat_DESeq2"
"A930015D03Rik","T_cells",75.8,0.107,0.285,0.376,0.707,0.846,0.881,"WB","Compartment","muscat_DESeq2"
"H2-T24","T_cells",49,0.116,0.365,0.318,0.75,0.875,0.903,"WB","Compartment","muscat_DESeq2"
"H2-T23","T_cells",563,0.69,0.301,2.29,0.022,0.0948,0.131,"WB","Compartment","muscat_DESeq2"
"H2-T22","T_cells",360,0.671,0.242,2.77,0.00562,0.0352,0.0513,"WB","Compartment","muscat_DESeq2"
"Gm6034","T_cells",20.5,3.11,0.693,4.48,0.00000731,0.000224,0.000296,"WB","Compartment","muscat_DESeq2"
"Gm7030","T_cells",35,0.902,0.461,1.96,0.0505,0.166,0.222,"WB","Compartment","muscat_DESeq2"
"H2-T10","T_cells",96.2,1.04,0.307,3.4,0.000674,0.00734,0.0106,"WB","Compartment","muscat_DESeq2"
"Gm19684","T_cells",37.1,1.67,0.45,3.71,0.00021,0.00309,0.00435,"WB","Compartment","muscat_DESeq2"
"Rpp21","T_cells",118,0.83,0.368,2.26,0.0241,0.102,0.14,"WB","Compartment","muscat_DESeq2"
"Trim39","T_cells",88.1,0.296,0.286,1.03,0.301,0.524,0.604,"WB","Compartment","muscat_DESeq2"
"Trim26","T_cells",195,0.398,0.213,1.87,0.0618,0.191,0.251,"WB","Compartment","muscat_DESeq2"
"Ppp1r11","T_cells",148,-0.0119,0.269,-0.0444,0.965,0.984,0.988,"WB","Compartment","muscat_DESeq2"
"Polr1h","T_cells",103,0.431,0.294,1.47,0.143,0.329,0.41,"WB","Compartment","muscat_DESeq2"
"Gabbr1","T_cells",135,-0.426,0.23,-1.86,0.0635,0.194,0.255,"WB","Compartment","muscat_DESeq2"
"H2-M3","T_cells",116,0.626,0.284,2.2,0.0276,0.112,0.153,"WB","Compartment","muscat_DESeq2"
"Cenpq","T_cells",86.3,0.86,0.337,2.55,0.0107,0.0566,0.0806,"WB","Compartment","muscat_DESeq2"
"Mmut","T_cells",43.3,0.331,0.399,0.829,0.407,0.625,0.696,"WB","Compartment","muscat_DESeq2"
"Cd2ap","T_cells",296,0.278,0.269,1.04,0.3,0.523,0.603,"WB","Compartment","muscat_DESeq2"
"Tnfrsf21","T_cells",13.9,-2.11,0.894,-2.36,0.0183,0.083,0.116,"WB","Compartment","muscat_DESeq2"
"Pla2g7","T_cells",13.4,-1.44,1.18,-1.22,0.222,0.434,0.517,"WB","Compartment","muscat_DESeq2"
"Slc25a27","T_cells",72.1,-0.127,0.414,-0.306,0.759,0.878,0.907,"WB","Compartment","muscat_DESeq2"
"Enpp5","T_cells",17.4,-1.34,0.636,-2.11,0.0351,0.132,0.179,"WB","Compartment","muscat_DESeq2"
"Enpp4","T_cells",54.3,0.261,0.382,0.682,0.495,0.695,0.757,"WB","Compartment","muscat_DESeq2"
"Gm34917","T_cells",9.99,-1.63,0.889,-1.83,0.0673,0.202,0.264,"WB","Compartment","muscat_DESeq2"
"Runx2","T_cells",176,-2.14,0.559,-3.83,0.000127,0.00212,0.00294,"WB","Compartment","muscat_DESeq2"
"Supt3","T_cells",210,-0.431,0.227,-1.9,0.0573,0.182,0.24,"WB","Compartment","muscat_DESeq2"
"Cdc5l","T_cells",296,0.297,0.271,1.1,0.273,0.493,0.574,"WB","Compartment","muscat_DESeq2"
"B230354K17Rik","T_cells",19.6,-0.954,0.486,-1.96,0.0498,0.165,0.22,"WB","Compartment","muscat_DESeq2"
"Aars2","T_cells",17.1,-0.0544,0.528,-0.103,0.918,0.963,0.972,"WB","Compartment","muscat_DESeq2"
"Nfkbie","T_cells",74.2,-0.613,0.39,-1.57,0.116,0.288,0.365,"WB","Compartment","muscat_DESeq2"
"Slc35b2","T_cells",45.2,0.205,0.358,0.574,0.566,0.747,0.801,"WB","Compartment","muscat_DESeq2"
"Hsp90ab1","T_cells",4000,0.84,0.163,5.16,0.000000245,0.0000141,0.0000176,"WB","Compartment","muscat_DESeq2"
"Slc29a1","T_cells",56.1,-0.0981,0.394,-0.249,0.803,0.904,0.926,"WB","Compartment","muscat_DESeq2"
"Tmem63b","T_cells",36.2,-0.13,0.364,-0.357,0.721,0.855,0.889,"WB","Compartment","muscat_DESeq2"
"Mrpl14","T_cells",83.1,0.153,0.319,0.479,0.632,0.795,0.842,"WB","Compartment","muscat_DESeq2"
"Mrps18a","T_cells",78.6,0.114,0.279,0.408,0.683,0.831,0.869,"WB","Compartment","muscat_DESeq2"
"Mad2l1bp","T_cells",45.1,0.162,0.402,0.403,0.687,0.833,0.871,"WB","Compartment","muscat_DESeq2"
"Gtpbp2","T_cells",192,-0.0551,0.253,-0.218,0.827,0.918,0.937,"WB","Compartment","muscat_DESeq2"
"Polh","T_cells",34.8,-0.491,0.425,-1.16,0.248,0.464,0.547,"WB","Compartment","muscat_DESeq2"
"Xpo5","T_cells",99.9,-0.2,0.321,-0.624,0.532,0.723,0.781,"WB","Compartment","muscat_DESeq2"
"Polr1c","T_cells",80.6,0.405,0.288,1.41,0.16,0.355,0.437,"WB","Compartment","muscat_DESeq2"
"Yipf3","T_cells",118,0.395,0.29,1.36,0.173,0.373,0.456,"WB","Compartment","muscat_DESeq2"
"Tjap1","T_cells",33.5,0.36,0.439,0.819,0.413,0.63,0.7,"WB","Compartment","muscat_DESeq2"
"Abcc10","T_cells",25.7,-0.761,0.475,-1.6,0.109,0.277,0.352,"WB","Compartment","muscat_DESeq2"
"Zfp318","T_cells",73.3,0.278,0.451,0.616,0.538,0.727,0.785,"WB","Compartment","muscat_DESeq2"
"Ttbk1","T_cells",10.3,-2.96,0.806,-3.67,0.000239,0.0034,0.00479,"WB","Compartment","muscat_DESeq2"
"Cul9","T_cells",51,-1.1,0.457,-2.41,0.0158,0.0748,0.105,"WB","Compartment","muscat_DESeq2"
"Srf","T_cells",38.6,-0.397,0.558,-0.712,0.476,0.684,0.747,"WB","Compartment","muscat_DESeq2"
"Klc4","T_cells",27.8,0.331,0.444,0.747,0.455,0.667,0.732,"WB","Compartment","muscat_DESeq2"
"Mrpl2","T_cells",86.6,0.423,0.279,1.52,0.129,0.309,0.387,"WB","Compartment","muscat_DESeq2"
"Cul7","T_cells",14.7,0.334,0.631,0.529,0.597,0.771,0.822,"WB","Compartment","muscat_DESeq2"
"Rrp36","T_cells",67.9,0.266,0.302,0.88,0.379,0.601,0.675,"WB","Compartment","muscat_DESeq2"
"Klhdc3","T_cells",80.3,0.15,0.322,0.467,0.64,0.801,0.847,"WB","Compartment","muscat_DESeq2"
"Mea1","T_cells",111,0.17,0.251,0.676,0.499,0.698,0.759,"WB","Compartment","muscat_DESeq2"
"Ppp2r5d","T_cells",52.7,0.148,0.357,0.414,0.679,0.827,0.866,"WB","Compartment","muscat_DESeq2"
"Pex6","T_cells",50.1,-0.502,0.519,-0.967,0.333,0.556,0.635,"WB","Compartment","muscat_DESeq2"
"Cnpy3","T_cells",68.5,-0.0939,0.301,-0.312,0.755,0.877,0.905,"WB","Compartment","muscat_DESeq2"
"2310039H08Rik","T_cells",40.3,0.483,0.421,1.15,0.251,0.468,0.551,"WB","Compartment","muscat_DESeq2"
"Rpl7l1","T_cells",127,0.46,0.271,1.7,0.089,0.243,0.312,"WB","Compartment","muscat_DESeq2"
"Bicral","T_cells",145,-1.04,0.317,-3.27,0.00107,0.0104,0.015,"WB","Compartment","muscat_DESeq2"
"Tbcc","T_cells",25.7,-1.08,0.47,-2.3,0.0215,0.0931,0.129,"WB","Compartment","muscat_DESeq2"
"Ubr2","T_cells",518,0.262,0.216,1.21,0.226,0.438,0.521,"WB","Compartment","muscat_DESeq2"
"Trerf1","T_cells",218,-1.32,0.228,-5.8,0.00000000663,0.000000675,0.000000806,"WB","Compartment","muscat_DESeq2"
"Mrps10","T_cells",68.7,0.322,0.29,1.11,0.267,0.486,0.568,"WB","Compartment","muscat_DESeq2"
"Taf8","T_cells",97.5,0.377,0.254,1.48,0.138,0.323,0.403,"WB","Compartment","muscat_DESeq2"
"Ccnd3","T_cells",2240,-0.545,0.315,-1.73,0.0838,0.233,0.302,"WB","Compartment","muscat_DESeq2"
"Bysl","T_cells",40.4,0.0135,0.406,0.0333,0.973,0.989,0.991,"WB","Compartment","muscat_DESeq2"
"Med20","T_cells",55.1,1.01,0.322,3.14,0.00168,0.0143,0.0209,"WB","Compartment","muscat_DESeq2"
"Usp49","T_cells",17.4,-0.778,0.523,-1.49,0.137,0.32,0.4,"WB","Compartment","muscat_DESeq2"
"Tomm6","T_cells",328,0.829,0.296,2.8,0.00507,0.0325,0.0475,"WB","Compartment","muscat_DESeq2"
"Tfeb","T_cells",70.2,-0.978,0.336,-2.91,0.00358,0.0254,0.0371,"WB","Compartment","muscat_DESeq2"
"Foxp4","T_cells",106,-0.803,0.412,-1.95,0.051,0.168,0.224,"WB","Compartment","muscat_DESeq2"
"Trem1","T_cells",22.8,-1.81,1.84,-0.986,0.324,0.547,0.626,"WB","Compartment","muscat_DESeq2"
"Trem3","T_cells",22.8,-3.33,0.931,-3.58,0.000346,0.00448,0.00642,"WB","Compartment","muscat_DESeq2"
"Treml2","T_cells",175,0.495,0.287,1.73,0.084,0.234,0.302,"WB","Compartment","muscat_DESeq2"
"B430306N03Rik","T_cells",22.1,-0.436,0.534,-0.817,0.414,0.631,0.701,"WB","Compartment","muscat_DESeq2"
"Treml1","T_cells",8.16,5.83,1.35,4.34,0.0000146,0.00038,0.00051,"WB","Compartment","muscat_DESeq2"
"Nfya","T_cells",118,0.0347,0.268,0.13,0.897,0.953,0.965,"WB","Compartment","muscat_DESeq2"
"Oard1","T_cells",73.3,0.125,0.359,0.349,0.727,0.859,0.891,"WB","Compartment","muscat_DESeq2"
"Unc5cl","T_cells",115,-0.467,0.378,-1.24,0.216,0.427,0.51,"WB","Compartment","muscat_DESeq2"
"Mocs1","T_cells",39.7,-0.623,0.362,-1.72,0.0853,0.236,0.305,"WB","Compartment","muscat_DESeq2"
"Rftn1","T_cells",428,-0.553,0.277,-1.99,0.0462,0.158,0.211,"WB","Compartment","muscat_DESeq2"
"Plcl2","T_cells",603,-0.849,0.206,-4.12,0.0000376,0.000807,0.0011,"WB","Compartment","muscat_DESeq2"
"Tbc1d5","T_cells",494,-0.505,0.225,-2.24,0.025,0.105,0.144,"WB","Compartment","muscat_DESeq2"
"Satb1","T_cells",2450,0.41,0.301,1.36,0.174,0.374,0.457,"WB","Compartment","muscat_DESeq2"
"Gm20098","T_cells",18.7,0.38,0.62,0.612,0.54,0.729,0.786,"WB","Compartment","muscat_DESeq2"
"Gm19585","T_cells",136,0.516,0.248,2.08,0.0374,0.138,0.186,"WB","Compartment","muscat_DESeq2"
"Rab5a","T_cells",203,0.659,0.241,2.73,0.00627,0.0383,0.0554,"WB","Compartment","muscat_DESeq2"
"Kat2b","T_cells",374,-0.69,0.211,-3.26,0.0011,0.0106,0.0154,"WB","Compartment","muscat_DESeq2"
"Pot1b","T_cells",125,-0.192,0.276,-0.695,0.487,0.69,0.752,"WB","Compartment","muscat_DESeq2"
"Zfp119a","T_cells",30.3,0.23,0.564,0.407,0.684,0.831,0.87,"WB","Compartment","muscat_DESeq2"
"Zfp959","T_cells",42,0.115,0.414,0.276,0.782,0.891,0.917,"WB","Compartment","muscat_DESeq2"
"Ebi3","T_cells",13.9,-3.98,0.972,-4.09,0.0000429,0.000902,0.00123,"WB","Compartment","muscat_DESeq2"
"Yju2","T_cells",53.6,0.174,0.337,0.517,0.605,0.777,0.827,"WB","Compartment","muscat_DESeq2"
"Mpnd","T_cells",112,0.456,0.304,1.5,0.134,0.315,0.395,"WB","Compartment","muscat_DESeq2"
"Sh3gl1","T_cells",211,0.412,0.267,1.54,0.123,0.3,0.377,"WB","Compartment","muscat_DESeq2"
"Chaf1a","T_cells",15.3,-1.86,0.71,-2.62,0.00878,0.0489,0.0702,"WB","Compartment","muscat_DESeq2"
"Ubxn6","T_cells",100,0.649,0.271,2.39,0.0168,0.078,0.11,"WB","Compartment","muscat_DESeq2"
"Hdgfl2","T_cells",165,0.261,0.298,0.877,0.38,0.602,0.676,"WB","Compartment","muscat_DESeq2"
"Lrg1","T_cells",29.1,-3.03,1.2,-2.53,0.0113,0.0588,0.0836,"WB","Compartment","muscat_DESeq2"
"Tnfaip8l1","T_cells",49.7,-0.47,0.364,-1.29,0.196,0.403,0.487,"WB","Compartment","muscat_DESeq2"
"Mydgf","T_cells",84.3,0.449,0.283,1.59,0.113,0.283,0.359,"WB","Compartment","muscat_DESeq2"
"Dpp9","T_cells",85.9,0.0555,0.271,0.205,0.838,0.923,0.942,"WB","Compartment","muscat_DESeq2"
"Fem1a","T_cells",54,-0.591,0.327,-1.8,0.0713,0.21,0.273,"WB","Compartment","muscat_DESeq2"
"Ticam1","T_cells",16.4,-0.188,0.559,-0.336,0.737,0.865,0.897,"WB","Compartment","muscat_DESeq2"
"Plin3","T_cells",50,-0.251,0.313,-0.802,0.422,0.637,0.706,"WB","Compartment","muscat_DESeq2"
"Uhrf1","T_cells",18.2,-2.23,0.777,-2.87,0.0041,0.0279,0.0409,"WB","Compartment","muscat_DESeq2"
"Kdm4b","T_cells",137,-0.16,0.266,-0.599,0.549,0.735,0.79,"WB","Compartment","muscat_DESeq2"
"Ptprs","T_cells",28.1,-1.12,0.516,-2.18,0.0292,0.116,0.158,"WB","Compartment","muscat_DESeq2"
"Safb2","T_cells",403,-0.0152,0.174,-0.0873,0.93,0.969,0.977,"WB","Compartment","muscat_DESeq2"
"Safb","T_cells",366,0.401,0.184,2.18,0.029,0.115,0.158,"WB","Compartment","muscat_DESeq2"
"Micos13","T_cells",179,0.91,0.358,2.54,0.0111,0.058,0.0825,"WB","Compartment","muscat_DESeq2"
"Rpl36","T_cells",1830,1.55,0.382,4.05,0.0000514,0.00104,0.00142,"WB","Compartment","muscat_DESeq2"
"Lonp1","T_cells",105,0.119,0.276,0.431,0.666,0.818,0.86,"WB","Compartment","muscat_DESeq2"
"Ranbp3","T_cells",137,-0.145,0.224,-0.647,0.517,0.713,0.772,"WB","Compartment","muscat_DESeq2"
"Vmac","T_cells",15.5,1.03,0.63,1.64,0.102,0.265,0.337,"WB","Compartment","muscat_DESeq2"
"Ndufa11","T_cells",169,0.379,0.319,1.19,0.235,0.449,0.533,"WB","Compartment","muscat_DESeq2"
"Dus3l","T_cells",68.4,0.376,0.295,1.28,0.202,0.41,0.494,"WB","Compartment","muscat_DESeq2"
"Rfx2","T_cells",29.6,-0.455,0.524,-0.867,0.386,0.606,0.68,"WB","Compartment","muscat_DESeq2"
"Mllt1","T_cells",69.2,-1,0.366,-2.73,0.0063,0.0384,0.0556,"WB","Compartment","muscat_DESeq2"
"Clpp","T_cells",87.9,0.18,0.257,0.702,0.483,0.688,0.75,"WB","Compartment","muscat_DESeq2"
"Alkbh7","T_cells",30.4,0.126,0.521,0.242,0.809,0.907,0.929,"WB","Compartment","muscat_DESeq2"
"Gtf2f1","T_cells",139,0.495,0.228,2.17,0.0303,0.119,0.162,"WB","Compartment","muscat_DESeq2"
"Khsrp","T_cells",121,-0.178,0.399,-0.447,0.655,0.811,0.855,"WB","Compartment","muscat_DESeq2"
"Slc25a23","T_cells",39.2,-0.255,0.376,-0.678,0.497,0.698,0.759,"WB","Compartment","muscat_DESeq2"
"Dennd1c","T_cells",284,-0.342,0.19,-1.8,0.0715,0.21,0.274,"WB","Compartment","muscat_DESeq2"
"Gm56907","T_cells",25.8,0.78,0.437,1.78,0.0744,0.216,0.281,"WB","Compartment","muscat_DESeq2"
"Gm11110","T_cells",21.8,-0.276,0.451,-0.613,0.54,0.729,0.786,"WB","Compartment","muscat_DESeq2"
"Tnfsf14","T_cells",36.4,-0.982,0.754,-1.3,0.193,0.399,0.482,"WB","Compartment","muscat_DESeq2"
"C3","T_cells",23.1,-3.12,0.758,-4.12,0.0000383,0.000817,0.00112,"WB","Compartment","muscat_DESeq2"
"Gpr108","T_cells",88.3,0.171,0.32,0.533,0.594,0.768,0.819,"WB","Compartment","muscat_DESeq2"
"Vav1","T_cells",340,-0.342,0.181,-1.89,0.0589,0.185,0.244,"WB","Compartment","muscat_DESeq2"
"Fbxl17","T_cells",640,-0.975,0.233,-4.18,0.0000287,0.000653,0.000882,"WB","Compartment","muscat_DESeq2"
"Fer","T_cells",9.8,-1.59,0.742,-2.14,0.0323,0.124,0.169,"WB","Compartment","muscat_DESeq2"
"Pja2","T_cells",106,-0.3,0.267,-1.12,0.261,0.479,0.562,"WB","Compartment","muscat_DESeq2"
"Man2a1","T_cells",310,-0.555,0.224,-2.48,0.0132,0.0661,0.0937,"WB","Compartment","muscat_DESeq2"
"Vapa","T_cells",304,0.607,0.194,3.12,0.0018,0.0152,0.0222,"WB","Compartment","muscat_DESeq2"
"Rab31","T_cells",22.7,-1.68,0.639,-2.63,0.00852,0.0479,0.0686,"WB","Compartment","muscat_DESeq2"
